IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate
522953,Porúbka (SO),8,SK,98.3%,0.2%,0.0%,0.0%
522961,Pozdišovce,8,SK,95.7%,0.7%,0.4%,0.3%
522970,Priekopa,8,SK,96.4%,0.0%,0.0%,0.0%
522988,Pusté Čemerné,8,SK,96.4%,0.0%,0.0%,0.3%
522996,Rakovec nad Ondavou,8,SK,96.1%,0.6%,0.2%,0.0%
523003,Remetské Hámre,8,SK,91.5%,0.2%,0.0%,0.0%
523011,Ruská Bystrá,8,SK,84.3%,0.0%,0.0%,12.0%
523020,Ruskovce (SO),8,SK,94.8%,0.0%,0.4%,1.2%
523038,Ruský Hrabovec,8,SK,84.6%,0.3%,0.3%,9.9%
523046,Sejkov,8,SK,81.8%,2.6%,3.1%,0.0%
523054,Senné (MI),8,SK,93.2%,0.0%,2.3%,0.1%
523062,Slavkovce,8,SK,89.8%,0.4%,2.4%,0.0%
523071,Sliepkovce,8,SK,96.6%,0.4%,0.7%,0.0%
523089,Sobrance,8,SK,78.0%,0.3%,16.8%,0.5%
523097,Staré,8,SK,96.8%,0.1%,0.0%,0.0%
523101,Strážske,8,SK,89.0%,0.2%,0.9%,0.4%
523119,Stretava,8,SK,92.3%,0.3%,2.3%,0.0%
523127,Stretavka,8,SK,91.0%,0.0%,0.0%,0.0%
523135,Suché,8,SK,97.8%,0.0%,0.0%,0.0%
523143,Svätuš,8,SK,97.1%,1.0%,0.0%,0.0%
523151,Šamudovce,8,SK,96.5%,0.0%,2.1%,0.6%
523160,Tašuľa,8,SK,94.0%,0.5%,0.5%,0.5%
523178,Tibava,8,SK,84.5%,0.0%,6.9%,0.2%
523186,Trhovište,8,SK,93.0%,0.3%,1.3%,0.0%
523194,Trnava pri Laborci,8,SK,94.0%,0.0%,0.7%,0.0%
523208,Tušice,8,SK,96.9%,0.1%,1.9%,0.0%
523216,Tušická Nová Ves,8,SK,97.9%,0.4%,0.0%,0.0%
523224,Úbrež,8,SK,76.2%,2.2%,5.8%,0.4%
523232,Veľké Revištia,8,SK,98.2%,0.4%,0.0%,0.0%
523241,Zalužice,8,SK,96.7%,0.0%,0.2%,0.1%
523259,Vinné,8,SK,88.8%,0.7%,0.0%,0.6%
523267,Vojnatina,8,SK,98.8%,0.0%,0.0%,0.0%
523275,Voľa,8,SK,93.1%,0.0%,0.0%,0.0%
523283,Vrbnica,8,SK,96.1%,0.1%,0.4%,0.0%
523291,Vysoká nad Uhom,8,SK,95.3%,0.3%,0.1%,0.1%
523305,Vyšná Rybnica,8,SK,91.8%,0.0%,1.3%,0.0%
523313,Vyšné Nemecké,8,SK,87.8%,0.8%,0.0%,0.0%
523321,Vyšné Remety,8,SK,93.8%,0.0%,0.0%,0.0%
523330,Záhor,8,SK,92.1%,0.9%,0.2%,0.0%
523348,Závadka (MI),8,SK,93.6%,0.0%,0.4%,0.7%
523356,Zbudza,8,SK,96.4%,0.2%,0.0%,0.6%
523364,Zemplínska Široká,8,SK,93.0%,0.2%,0.7%,0.6%
523372,Žbince,8,SK,90.4%,0.5%,3.6%,0.0%
523381,Poprad,7,SK,92.6%,0.2%,0.4%,0.2%
523399,Abrahámovce (KK),7,SK,99.2%,0.0%,0.0%,0.0%
523402,Batizovce,7,SK,90.0%,0.0%,2.8%,0.2%
523411,Bušovce,7,SK,94.1%,0.0%,0.0%,0.3%
523429,Červený Kláštor,7,SK,99.1%,0.0%,0.0%,0.0%
523437,Gánovce,7,SK,88.7%,0.0%,3.0%,0.2%
523445,Gerlachov (PP),7,SK,88.3%,0.1%,5.0%,0.1%
523461,Havka,7,SK,95.6%,0.0%,0.0%,0.0%
523470,Holumnica,7,SK,93.1%,0.3%,4.3%,0.0%
523488,Hôrka,7,SK,95.2%,0.0%,0.2%,0.1%
523496,Hozelec,7,SK,95.6%,0.1%,0.0%,0.0%
523500,Hradisko,7,SK,100.0%,0.0%,0.0%,0.0%
523518,Hranovnica,7,SK,90.3%,0.1%,6.4%,0.0%
523526,Huncovce,7,SK,94.1%,0.0%,3.9%,0.0%
523534,Ihľany,7,SK,89.2%,0.1%,9.0%,0.7%
523542,Jánovce (PP),7,SK,98.1%,0.0%,0.9%,0.1%
523569,Jezersko,7,SK,94.7%,0.0%,0.0%,0.0%
523577,Jurské,7,SK,90.2%,0.1%,6.6%,0.0%
523585,Kežmarok,7,SK,90.5%,0.2%,0.6%,0.2%
523593,Kravany (PP),7,SK,94.9%,0.0%,3.5%,0.1%
523607,Krížová Ves,7,SK,94.6%,0.1%,4.6%,0.0%
523615,Lechnica,7,SK,95.2%,0.0%,0.0%,0.0%
523623,Lendak,7,SK,99.3%,0.0%,0.0%,0.0%
523631,Liptovská Teplička,7,SK,92.8%,0.0%,4.7%,0.0%
523658,Lučivná,7,SK,86.0%,0.2%,3.6%,0.0%
523674,Majere,7,SK,94.7%,0.0%,0.0%,0.0%
523682,Ľubica,7,SK,93.6%,0.1%,3.1%,0.4%
523712,Matiašovce,7,SK,97.8%,0.0%,0.6%,0.1%
523721,Mengusovce,7,SK,90.5%,0.0%,1.6%,0.0%
523739,Mlynčeky,7,SK,95.9%,0.1%,0.0%,0.0%
523747,Mlynica,7,SK,94.9%,0.0%,0.0%,0.0%
523763,Nová Lesná,7,SK,90.6%,0.3%,3.2%,0.2%
523771,Osturňa,7,SK,96.6%,0.0%,0.0%,0.7%
523780,Podhorany (KK),7,XR,26.3%,0.0%,70.5%,0.0%
523798,Rakúsy,7,XR,27.3%,0.0%,70.8%,0.0%
523801,Reľov,7,SK,97.0%,0.0%,0.6%,0.0%
523810,Slovenská Ves,7,SK,96.2%,0.0%,2.0%,0.0%
523828,Spišská Belá,7,SK,90.1%,0.1%,0.9%,0.0%
523836,Spišská Stará Ves,7,SK,92.5%,0.1%,2.2%,0.2%
523844,Spišská Teplica,7,SK,96.0%,0.1%,0.6%,0.0%
523852,Spišské Bystré,7,SK,95.8%,0.1%,1.7%,0.1%
523861,Spišské Hanušovce,7,SK,97.2%,0.0%,0.6%,0.0%
523879,Spišský Štiavnik,7,SK,87.6%,0.0%,1.1%,0.0%
523887,Stará Lesná,7,SK,87.4%,0.2%,2.5%,0.2%
523909,Stráne pod Tatrami,7,SK,94.8%,0.0%,4.1%,0.0%
523925,Svit,7,SK,93.5%,0.2%,0.3%,0.2%
523933,Štrba,7,SK,94.8%,0.3%,1.5%,0.0%
523950,Švábovce,7,SK,95.2%,0.1%,2.8%,0.0%
523976,Toporec,7,SK,92.1%,0.0%,5.6%,0.1%
523984,Tvarožná,7,SK,97.9%,0.0%,1.0%,0.0%
523992,Veľká Franková,7,SK,98.5%,0.0%,0.0%,0.0%
524000,Veľká Lomnica,7,SK,79.4%,0.1%,15.1%,0.0%
524018,Veľký Slavkov,7,SK,78.5%,0.0%,2.0%,0.2%
524026,Vernár,7,SK,98.8%,0.0%,0.0%,0.2%
524034,Vikartovce,7,SK,97.4%,0.0%,0.9%,0.0%
524042,Vlková,7,SK,98.1%,0.0%,0.0%,0.0%
524051,Vlkovce,7,SK,98.5%,0.0%,0.0%,0.0%
524069,Vojňany,7,SK,98.7%,0.0%,0.0%,0.0%
524077,Vrbov,7,SK,96.1%,0.1%,2.2%,0.0%
524085,Výborná,7,SK,97.1%,0.0%,2.4%,0.0%
524093,Vydrník,7,SK,96.5%,0.0%,2.2%,0.0%
524107,Šuňava,7,SK,95.0%,0.1%,0.5%,0.0%
524115,Zálesie (KK),7,SK,100.0%,0.0%,0.0%,0.0%
524123,Žakovce,7,SK,92.0%,0.1%,0.0%,2.7%
524131,Ždiar,7,SK,97.0%,0.0%,0.0%,0.1%
524140,Prešov,7,SK,88.7%,0.2%,0.5%,1.2%
524158,Abranovce,7,SK,91.3%,0.0%,5.2%,0.0%
524174,Bajerov,7,SK,98.1%,0.0%,0.0%,0.0%
524182,Bajerovce - Баєрівцї,7,SK,68.7%,0.0%,0.0%,29.9%
524191,Bertotovce,7,SK,95.7%,0.0%,0.0%,0.2%
524204,Bodovce,7,SK,98.9%,0.0%,0.0%,0.3%
524212,Brestov (PO),7,SK,98.7%,0.0%,0.0%,0.0%
524221,Bretejovce,7,SK,96.8%,0.2%,0.0%,0.9%
524239,Brezovica (SB),7,SK,98.1%,0.1%,0.0%,0.1%
524247,Brezovička,7,SK,97.7%,0.0%,0.0%,0.0%
524255,Brežany,7,SK,98.5%,0.0%,0.0%,0.0%
524263,Bzenov,7,SK,92.0%,0.0%,4.9%,0.3%
524271,Čelovce (PO),7,SK,99.7%,0.0%,0.0%,0.0%
524280,Červená Voda,7,SK,99.4%,0.2%,0.0%,0.2%
524298,Červenica pri Sabinove,7,SK,96.2%,0.0%,0.0%,0.3%
524301,Červenica,7,SK,90.6%,0.0%,6.7%,0.0%
524310,Ďačov,7,SK,99.0%,0.0%,0.0%,0.7%
524328,Daletice,7,SK,97.9%,0.0%,0.0%,0.0%
524336,Demjata,7,SK,97.6%,0.0%,0.1%,0.0%
524344,Drienica,7,SK,97.6%,0.0%,0.0%,0.8%
524352,Drienov,7,SK,94.3%,0.2%,1.4%,0.1%
524361,Drienovská Nová Ves,7,SK,92.9%,0.0%,4.7%,0.0%
524379,Dubovica,7,SK,99.2%,0.0%,0.0%,0.2%
524387,Dulova Ves,7,SK,97.3%,0.1%,0.3%,0.2%
524395,Fintice,7,SK,98.3%,0.0%,0.0%,0.6%
524409,Fričovce,7,SK,95.6%,0.1%,0.9%,0.0%
524417,Fulianka,7,SK,98.8%,0.0%,0.0%,0.0%
524425,Geraltov,7,SK,95.1%,0.0%,0.0%,1.6%
524433,Gregorovce,7,SK,97.7%,0.0%,0.0%,0.2%
524441,Hanigovce,7,SK,92.9%,0.0%,0.0%,5.6%
524450,Hendrichovce,7,SK,99.2%,0.0%,0.0%,0.0%
524468,Hermanovce,7,SK,94.0%,0.1%,0.7%,0.0%
524476,Hrabkov,7,SK,97.4%,0.0%,0.0%,0.9%
524492,Hubošovce,7,SK,98.2%,0.0%,0.0%,0.0%
524506,Chmeľov,7,SK,88.9%,0.2%,9.1%,0.4%
524514,Chmeľovec,7,SK,99.6%,0.0%,0.0%,0.0%
524522,Chminianska Nová Ves,7,SK,95.1%,0.0%,0.0%,0.6%
524531,Chminianske Jakubovany,7,SK,86.7%,0.1%,3.3%,0.0%
524549,Chmiňany,7,SK,94.2%,0.6%,2.7%,0.0%
524557,Jakovany,7,SK,98.3%,0.0%,0.0%,0.0%
524565,Jakubova Voľa,7,SK,96.9%,0.0%,0.0%,0.0%
524573,Jakubovany (SB),7,SK,99.4%,0.0%,0.0%,0.2%
524581,Janov,7,SK,94.8%,0.0%,3.1%,0.0%
524590,Janovík,7,SK,96.4%,0.3%,0.3%,0.5%
524603,Jarovnice,7,XR,34.6%,0.1%,57.7%,0.1%
524611,Kamenica,7,SK,99.5%,0.0%,0.0%,0.1%
524620,Kapušany,7,SK,96.2%,0.0%,1.3%,0.2%
524638,Kendice,7,SK,85.4%,0.0%,8.8%,0.2%
524646,Klenov,7,SK,96.7%,0.0%,0.0%,0.0%
524654,Kojatice,7,SK,80.8%,0.0%,16.0%,0.1%
524662,Kokošovce,7,SK,97.9%,0.1%,0.0%,0.3%
524671,Krásna Lúka,7,SK,98.0%,0.0%,0.0%,0.6%
524689,Krivany,7,SK,79.6%,0.0%,17.0%,0.3%
524697,Krížovany,7,SK,98.3%,0.3%,0.0%,0.0%
524701,Kvačany (PO),7,SK,99.3%,0.4%,0.0%,0.0%
524727,Lada,7,SK,98.3%,0.0%,0.0%,0.2%
524735,Lažany,7,SK,97.7%,0.0%,0.0%,0.0%
524743,Lemešany,7,SK,77.2%,0.0%,19.9%,0.1%
524751,Lesíček,7,SK,93.3%,0.0%,1.0%,0.0%
524760,Ličartovce,7,SK,96.3%,0.0%,0.3%,0.0%
524778,Lipany,7,SK,94.7%,0.0%,0.5%,0.3%
524786,Lipovce,7,SK,97.2%,0.0%,0.0%,0.2%
524794,Ľubovec,7,SK,97.0%,0.6%,0.0%,0.2%
524808,Lúčina,7,SK,92.7%,1.2%,0.0%,0.0%
524816,Lúčka (SB),7,SK,97.8%,0.1%,0.0%,1.0%
524824,Ľutina,7,SK,96.1%,0.0%,0.0%,0.8%
524832,Malý Slivník,7,SK,80.7%,0.0%,13.0%,0.0%
524841,Malý Šariš,7,SK,97.3%,0.0%,0.0%,0.1%
524867,Miklušovce,7,SK,98.4%,0.0%,0.0%,0.0%
524875,Milpoš,7,SK,98.3%,0.0%,0.2%,0.0%
524883,Mirkovce,7,SK,91.8%,0.0%,4.3%,0.0%
524905,Mošurov,7,SK,97.2%,0.0%,0.0%,0.6%
524913,Nemcovce (PO),7,SK,97.5%,0.0%,0.4%,0.2%
524921,Nižný Slavkov,7,SK,95.5%,0.0%,0.0%,0.1%
524930,Okružná,7,SK,96.3%,0.2%,0.2%,0.4%
524948,Olejníkov,7,SK,96.5%,0.0%,0.5%,0.0%
524956,Oľšov,7,SK,98.7%,0.0%,0.0%,0.3%
524964,Ondrašovce,7,SK,100.0%,0.0%,0.0%,0.0%
524981,Ostrovany,7,SK,74.6%,0.4%,18.8%,0.0%
524999,Ovčie,7,SK,95.5%,0.0%,0.3%,0.0%
525006,Pečovská Nová Ves,7,SK,96.7%,0.1%,1.2%,0.1%
525014,Petrovany,7,SK,92.5%,0.1%,2.9%,0.2%
525022,Podhorany (PO),7,SK,98.7%,0.2%,0.0%,0.1%
525031,Podhradík,7,SK,97.1%,0.0%,0.0%,0.5%
525049,Poloma,7,SK,98.6%,0.0%,0.0%,0.2%
525057,Proč,7,SK,98.0%,0.0%,0.0%,0.0%
525065,Pušovce,7,SK,99.2%,0.0%,0.0%,0.2%
525073,Radatice,7,SK,99.2%,0.0%,0.0%,0.1%
525081,Ratvaj,7,SK,98.6%,0.0%,0.0%,0.0%
525090,Ražňany,7,SK,92.4%,0.0%,3.3%,0.1%
525103,Renčišov,7,SK,95.0%,0.0%,0.0%,2.2%
525111,Rokycany,7,SK,86.6%,0.0%,10.1%,0.0%
525120,Rožkovany,7,SK,91.9%,0.0%,2.4%,0.1%
525138,Ruská Nová Ves,7,SK,93.9%,0.2%,0.4%,0.6%
525146,Sabinov,7,SK,91.1%,0.0%,3.4%,0.7%
525154,Sedlice,7,SK,97.4%,0.0%,0.0%,0.1%
525162,Seniakovce,7,SK,95.1%,0.0%,0.0%,1.2%
525171,Svinia,7,SK,72.4%,0.0%,18.8%,0.1%
525189,Šarišská Poruba,7,SK,48.5%,0.0%,48.4%,0.3%
525197,Šarišská Trstená,7,SK,82.0%,0.0%,16.3%,0.3%
525201,Šarišské Bohdanovce,7,SK,98.3%,0.1%,0.0%,0.4%
525219,Šarišské Dravce,7,SK,98.0%,0.1%,0.0%,0.2%
525235,Šarišské Michaľany,7,SK,93.3%,0.0%,1.0%,0.5%
525243,Šarišské Sokolovce,7,SK,95.7%,0.2%,0.0%,1.2%
525251,Šindliar,7,SK,96.9%,0.0%,1.6%,0.0%
525260,Široké,7,SK,97.1%,0.1%,0.0%,0.1%
525278,Štefanovce (PO),7,SK,100.0%,0.0%,0.0%,0.0%
525286,Teriakovce,7,SK,95.8%,0.1%,0.0%,1.3%
525294,Terňa,7,SK,95.0%,0.1%,2.3%,0.2%
525308,Tichý Potok,7,SK,80.4%,0.0%,5.8%,12.2%
525316,Torysa,7,SK,97.2%,0.2%,0.3%,0.1%
525324,Trnkov,7,SK,94.0%,0.0%,0.0%,1.6%
525332,Tuhrina,7,SK,91.4%,0.0%,3.7%,0.6%
525341,Tulčík,7,SK,98.0%,0.0%,0.0%,0.2%
525359,Uzovce,7,SK,97.7%,0.0%,0.0%,0.0%
525367,Uzovské Pekľany,7,SK,96.0%,0.0%,1.3%,0.0%
525375,Uzovský Šalgov,7,SK,99.1%,0.0%,0.0%,0.2%
525383,Varhaňovce,7,SK,86.8%,0.1%,8.3%,0.1%
525391,Veľký Slivník,7,SK,98.8%,0.3%,0.0%,0.0%
525405,Veľký Šariš,7,SK,95.5%,0.0%,1.1%,0.3%
525413,Víťaz,7,SK,99.1%,0.0%,0.1%,0.0%
525421,Vysoká (SB),7,SK,100.0%,0.0%,0.0%,0.0%
525430,Vyšná Šebastová,7,SK,97.8%,0.1%,0.0%,0.7%
525448,Záborské,7,SK,98.3%,0.1%,0.0%,0.4%
525456,Záhradné,7,SK,98.2%,0.1%,0.0%,0.2%
525472,Zlatá Baňa,7,SK,96.5%,0.2%,0.0%,0.9%
525499,Žehňa,7,SK,85.9%,0.2%,5.5%,0.2%
525502,Žipov,7,SK,98.6%,0.0%,0.0%,0.0%
525511,Župčany,7,SK,95.8%,0.1%,0.1%,0.1%
525529,Rožňava,8,SK,70.4%,18.8%,1.0%,0.1%
525537,Ardovo - Pelsőcardó,8,SK,51.3%,46.2%,0.6%,0.0%
525545,Betliar,8,SK,94.5%,2.2%,0.0%,0.1%
525553,Bohúňovo - Lekenye,8,HU,24.1%,72.0%,0.0%,0.0%
525561,Bôrka - Barka,8,HU,22.2%,45.3%,26.0%,0.0%
525570,Brdárka,8,SK,96.8%,1.6%,0.0%,0.0%
525596,Čierna Lehota (RV),8,SK,96.9%,0.3%,0.2%,0.0%
525600,Čoltovo - Csoltó,8,HU,15.9%,75.5%,6.3%,0.0%
525618,Dedinky,8,SK,99.2%,0.8%,0.0%,0.0%
525626,Dlhá Ves - Gömörhosszúszó,8,HU,25.1%,72.6%,0.6%,0.0%
525634,Dobšiná,8,SK,84.1%,0.3%,3.6%,0.0%
525642,Drnava - Dernő,8,HU,30.0%,44.2%,24.1%,0.0%
525651,Gemerská Hôrka - Gömörhorka,8,HU,39.8%,53.7%,4.9%,0.0%
525669,Gemerská Poloma,8,SK,95.7%,0.5%,1.2%,0.0%
525677,Gemerské Teplice,6,SK,90.4%,2.2%,0.8%,0.0%
525685,Gemerský Sad - Gömörliget,6,SK,52.8%,37.1%,4.7%,0.0%
525693,Gočaltovo,8,SK,93.0%,1.3%,1.8%,0.0%
525707,Gočovo,8,SK,98.4%,0.6%,0.0%,0.0%
525715,Hanková,8,SK,88.0%,3.6%,0.0%,0.0%
525723,Henckovce,8,SK,95.5%,0.5%,2.0%,0.0%
525731,Honce,8,SK,96.7%,0.6%,0.0%,0.0%
525740,Hrhov - Tornagörgő,8,HU,18.0%,79.8%,0.4%,0.0%
525758,Hrušov (RV) - Körtvélyes,8,HU,19.1%,79.4%,0.6%,0.0%
525766,Hucín,6,SK,80.9%,13.5%,1.4%,0.0%
525774,Chyžné,6,SK,89.8%,1.0%,2.7%,0.0%
525782,Jablonov nad Turňou - Szádalmás,8,HU,19.9%,78.5%,0.0%,0.0%
525791,Jelšava,6,SK,81.4%,0.9%,6.1%,0.0%
525812,Kameňany,6,SK,92.5%,0.5%,2.0%,0.0%
525821,Kečovo - Kecső,8,HU,11.4%,84.3%,0.0%,0.0%
525839,Kobeliarovo,8,SK,92.1%,0.4%,6.3%,0.0%
525847,Koceľovce,8,SK,98.7%,0.0%,0.0%,0.0%
525855,Kováčová (RV) - Kiskovácsvágása,8,HU,43.9%,56.1%,0.0%,0.0%
525863,Krásnohorská Dlhá Lúka - Várhosszúrét,8,HU,21.7%,76.9%,0.0%,0.1%
525871,Krásnohorské Podhradie - Krasznahorkaváralja,8,SK,39.8%,27.3%,24.1%,0.0%
525898,Kunova Teplica - Kuntapolca,8,SK,63.8%,22.3%,0.3%,0.0%
525901,Licince - Lice,6,SK,67.4%,27.7%,2.0%,0.0%
525910,Lipovník (RV) - Hárskút,8,HU,33.7%,63.7%,0.0%,0.0%
525928,Lubeník,6,SK,88.0%,2.0%,1.8%,0.0%
525936,Lúčka (RV) - Lucska,8,HU,28.3%,70.0%,0.0%,0.0%
525944,Magnezitovce,6,SK,97.6%,0.0%,0.2%,0.0%
525952,Markuška,8,SK,98.7%,0.0%,0.0%,0.0%
525961,Meliata - Melléte,8,HU,32.2%,61.7%,0.5%,0.0%
525987,Muráň,6,SK,88.7%,0.2%,2.3%,0.0%
525995,Muránska Dlhá Lúka,6,SK,90.7%,0.7%,2.2%,0.0%
526002,Muránska Huta,6,SK,93.8%,0.6%,0.6%,0.6%
526011,Muránska Lehota,6,SK,97.5%,0.5%,0.0%,0.0%
526029,Muránska Zdychava,6,SK,97.4%,1.3%,0.0%,0.0%
526037,Nandraž,6,SK,92.7%,0.0%,3.3%,0.0%
526045,Nižná Slaná,8,SK,94.6%,0.7%,0.9%,0.0%
526053,Ochtiná,8,SK,85.7%,0.4%,7.4%,0.0%
526061,Pača,8,SK,94.9%,1.8%,0.2%,0.0%
526070,Pašková - Páskaháza,8,SK,51.6%,31.0%,11.8%,0.0%
526088,Petrovo,8,SK,92.4%,0.0%,3.8%,0.0%
526096,Plešivec - Pelsőc,8,SK,52.2%,36.8%,0.9%,0.0%
526100,Prihradzany,6,SK,98.6%,0.0%,0.0%,0.0%
526118,Rákoš (RA),6,SK,96.3%,0.7%,1.0%,0.0%
526126,Rakovnica,8,SK,95.0%,2.8%,0.0%,0.0%
526134,Rejdová,8,SK,95.8%,0.4%,3.1%,0.0%
526142,Revúca,6,SK,82.9%,1.2%,4.6%,0.1%
526151,Revúcka Lehota,6,SK,97.1%,0.6%,0.0%,0.0%
526177,Rochovce,8,SK,94.8%,1.5%,0.3%,0.0%
526185,Roštár,8,SK,90.1%,0.3%,5.8%,0.0%
526193,Rozložná,8,SK,91.7%,0.5%,0.5%,0.0%
526207,Rožňavské Bystré,8,SK,97.7%,1.2%,0.3%,0.0%
526215,Rudná - Rozsnyórudna,8,SK,73.3%,25.6%,0.1%,0.0%
526223,Silica - Szilice,8,HU,19.9%,76.4%,0.7%,0.0%
526231,Silická Brezová - Szádvárborsa,8,HU,27.5%,71.1%,0.7%,0.0%
526240,Silická Jablonica - Jablonca,8,HU,8.2%,91.8%,0.0%,0.0%
526258,Sirk,6,SK,95.4%,0.3%,0.5%,0.0%
526266,Slavec - Szalóc,8,HU,42.5%,47.4%,3.8%,0.0%
526274,Slavoška,8,SK,94.7%,0.0%,1.5%,2.3%
526282,Slavošovce,8,SK,82.5%,1.2%,1.4%,0.1%
526291,Stratená,8,SK,96.7%,0.0%,0.0%,0.0%
526304,Šivetice,6,SK,89.2%,2.5%,6.9%,0.0%
526312,Štítnik,8,SK,94.1%,1.6%,1.6%,0.1%
526321,Turčok,6,SK,94.4%,1.0%,1.0%,0.0%
526339,Vlachovo,8,SK,97.5%,0.4%,0.0%,0.0%
526347,Vyšná Slaná,8,SK,97.5%,0.0%,0.0%,0.0%
526355,Spišská Nová Ves,8,SK,91.7%,0.1%,0.6%,0.2%
526363,Arnutovce,8,SK,84.1%,0.1%,6.3%,0.0%
526371,Baldovce,7,SK,97.1%,0.0%,0.0%,0.0%
526380,Beharovce,7,SK,97.6%,0.0%,0.6%,0.0%
526398,Betlanovce,8,SK,82.9%,0.0%,13.7%,0.0%
526401,Bijacovce,7,SK,96.3%,0.0%,0.9%,0.3%
526410,Brutovce,7,SK,97.3%,0.0%,0.0%,0.0%
526428,Buglovce,7,SK,99.3%,0.0%,0.0%,0.0%
526436,Bystrany,8,SK,90.3%,0.0%,3.3%,0.0%
526444,Danišovce,8,SK,97.0%,0.0%,0.0%,0.5%
526452,Dlhé Stráže,7,SK,96.8%,0.2%,0.3%,0.2%
526461,Doľany (LE),7,XR,28.1%,0.1%,70.7%,0.0%
526479,Domaňovce,7,SK,97.9%,0.0%,0.0%,0.0%
526487,Dravce,7,SK,93.2%,0.0%,0.4%,0.1%
526495,Dúbrava (LE),7,SK,96.7%,0.3%,0.0%,0.3%
526509,Gelnica,8,SK,91.4%,0.1%,2.5%,0.1%
526517,Granč-Petrovce,7,SK,98.4%,0.0%,0.0%,0.0%
526525,Harakovce,7,SK,98.3%,0.0%,0.0%,0.0%
526533,Harichovce,8,SK,98.1%,0.1%,0.0%,0.2%
526541,Helcmanovce,8,SK,91.4%,0.1%,2.5%,0.7%
526550,Henclová,8,SK,96.0%,0.0%,0.0%,0.0%
526568,Hincovce,8,SK,95.7%,0.0%,0.0%,0.0%
526576,Hnilčík,8,SK,97.8%,0.0%,0.0%,0.2%
526584,Hnilec,8,SK,94.0%,0.0%,1.4%,0.0%
526592,Hrabušice,8,SK,96.2%,0.0%,1.3%,0.0%
526606,Vyšné Repaše,7,SK,95.4%,0.0%,0.0%,1.1%
526614,Vyšný Slavkov,7,SK,98.5%,0.0%,0.0%,0.0%
526631,Závadka (GL),8,SK,73.9%,0.0%,7.5%,16.6%
526649,Žakarovce,8,SK,96.4%,0.0%,0.1%,0.0%
526657,Žehra,8,SK,87.1%,0.0%,5.0%,0.0%
526665,Stará Ľubovňa,7,SK,84.2%,0.1%,3.4%,2.1%
526673,Čirč - Чірч,7,SK,65.3%,0.0%,2.3%,26.1%
526681,Ďurková,7,SK,94.2%,0.0%,0.0%,4.0%
526690,Forbasy,7,SK,97.4%,0.0%,0.0%,0.7%
526703,Hajtovka,7,SK,92.6%,0.0%,0.0%,4.4%
526711,Haligovce,7,SK,97.4%,0.0%,0.2%,0.2%
526720,Hniezdne,7,SK,92.2%,0.0%,4.5%,0.7%
526738,Hraničné,7,SK,99.5%,0.0%,0.0%,0.5%
526746,Hromoš,7,SK,96.6%,0.0%,0.0%,1.0%
526754,Chmeľnica,7,SK,89.4%,0.0%,0.1%,0.7%
526762,Jakubany,7,SK,87.3%,0.1%,1.6%,9.9%
526771,Jarabina - Орябина,7,SK,51.6%,0.0%,5.2%,31.7%
526789,Kamienka (SL) - Камюнка,7,SK,64.2%,0.0%,1.5%,32.2%
526797,Kolačkov,7,SK,98.6%,0.1%,0.2%,0.6%
526801,Kremná,7,SK,96.8%,0.0%,0.0%,3.2%
526819,Kyjov,7,SK,88.3%,0.0%,1.8%,8.5%
526827,Lacková,7,SK,98.1%,0.0%,0.0%,0.0%
526835,Legnava,7,SK,80.9%,1.1%,3.2%,9.6%
526843,Lesnica,7,SK,98.8%,0.0%,0.0%,0.0%
526851,Litmanová - Літманова,7,SK,72.5%,0.0%,0.0%,23.9%
526860,Lomnička,7,SK,95.1%,0.0%,2.2%,0.0%
526878,Ľubotín,7,SK,90.4%,0.0%,2.4%,1.9%
526886,Malý Lipník,7,SK,88.4%,0.0%,0.0%,10.3%
526894,Matysová - Матисова,7,SK,75.0%,0.0%,0.0%,23.2%
526908,Mníšek nad Popradom,7,SK,93.9%,0.0%,0.2%,0.2%
526916,Nižné Ružbachy,7,SK,98.9%,0.0%,0.0%,0.0%
526924,Nová Ľubovňa,7,SK,96.6%,0.0%,0.6%,1.0%
526932,Obručné - Обручне,7,SK,53.8%,0.0%,0.0%,46.2%
526941,Orlov,7,SK,87.5%,0.2%,0.0%,8.3%
526959,Plaveč,7,SK,96.4%,0.0%,0.0%,0.3%
526967,Plavnica,7,SK,96.4%,0.0%,0.0%,1.0%
526975,Podolínec,7,SK,91.1%,0.1%,1.5%,0.4%
526983,Pusté Pole,7,SK,95.9%,0.0%,1.4%,1.8%
526991,Ruská Voľa nad Popradom - Руська Воля над Попрадом,7,SK,60.0%,0.0%,0.0%,35.0%
527009,Starina,7,SK,75.0%,0.0%,0.0%,19.2%
527017,Stráňany - Страняны,7,SK,74.3%,0.0%,0.0%,24.1%
527025,Sulín,7,SK,90.5%,0.0%,0.0%,8.2%
527033,Šambron,7,SK,79.0%,0.0%,0.0%,18.6%
527041,Šarišské Jastrabie,7,SK,42.8%,0.0%,39.1%,12.9%
527050,Údol - Удол,7,SK,67.4%,0.3%,0.0%,29.4%
527068,Veľká Lesná,7,SK,96.6%,0.2%,0.0%,0.0%
527076,Veľký Lipník,7,SK,83.2%,0.0%,0.0%,15.8%
527084,Vislanka,7,SK,91.3%,0.0%,0.0%,6.0%
